arnumber,customertype,industrygroup,isterminated,customername,supportmodel,liveyear,livequarter,livemonth,vertical
STJ1002,Customer - Strategic,,0,The St. James Sports and Wellness Complex LLC,CAST 1.0,2020,Qtr 2,June,RETAIL
STJ1003,Customer - Strategic,Public Sector,0,St John The Baptist Parish Council,CAST 1.0,2020,Qtr 3,September,PUBLIC SECTOR
STL1003,Customer - Strategic,Education,0,"St. Luke's Foundation, Inc.",CAST 1.0,2021,Qtr 2,April,PUBLIC SECTOR - K12
STO1008,Customer - Mid-Market,Real Estate,0,StorageMart,CAST 2.0,2020,Qtr 2,June,S&D
STR1015,Customer - Strategic,Education,0,Stratatech Education Group,CAST 1.0,2018,Qtr 4,October,PUBLIC SECTOR
STR1016,Customer - Strategic,Finance and Insurance,0,Stratacor,CAST 1.0,2019,Qtr 3,July,S&D - FIN
STR1017,Customer - Strategic,Education,0,"StrongMind, Inc.",CAST 1.0,2019,Qtr 3,September,PUBLIC SECTOR - K12
STR1018,Customer - Strategic,Technology and Professional Services,0,Strata Networks,CAST 1.0,2019,Qtr 3,September,S&D
STR1019,Customer - Strategic,Technology and Professional Services,0,"Strategic Link Consulting, LP",CAST 1.0,2019,Qtr 3,September,S&D
STR1020,Customer - Strategic,Technology and Professional Services,0,Strata Fund Solutions LLC,CAST 1.0,2020,Qtr 4,December,S&D
STR1021,Customer - Strategic,Finance and Insurance,0,"Strategic Funding Source, Inc. dba Kapitus",CAST 1.0,2021,Qtr 2,May,S&D - FIN
STR1022,Customer - Strategic,Manufacturing,0,"Strenta, Inc.",CAST 1.0,2021,Qtr 3,July,
STR5001,Customer - Strategic,Technology and Professional Services,0,Strategic Natural Resource Consultants Inc.,CAST Canada,2020,Qtr 1,January,S&D
STR5002,Customer - Strategic,Wholesale Trade,0,Structurlam Mass Timber Corporation,CAST Canada,2021,Qtr 2,April,MFG
STR5003,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Strive Living Society,CAST Canada,2021,Qtr 3,August,
STU1002,Customer - Enterprise,Transportation and Warehousing,0,"Student Transportation of America, Inc.",Global,2020,Qtr 2,June,S&D
STU1004,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"StubHub, Inc.",CAST 2.0,2021,Qtr 2,June,RETAIL
STV1002,Customer - Strategic,Retail,0,"St. Vincent De Paul Society Of Lane County, Inc.",CAST 1.0,2019,Qtr 2,April,RETAIL
SUC1002,Customer - Enterprise,Business Services,0,"Success Foods Management Group, LLC dba Torchy's Tacos",Global,2021,Qtr 1,January,RETAIL
SUG1001,Customer - Strategic,Manufacturing,1,"Sugarfina, Inc.",,2018,Qtr 3,September,RETAIL
SUK1000,Customer - Strategic,Construction,0,Lionsberg Holdings Corporation,CAST 1.0,2021,Qtr 1,January,MFG
SUL1000,Customer - Strategic,Technology and Professional Services,0,Sullivan & Worcester LLP,CAST 1.0,2020,Qtr 3,July,S&D
SUM1011,Customer - Mid-Market,Wholesale Trade,0,"Summit Truck Group, LLC",CAST 2.0,2018,Qtr 4,October,S&D
SUM1012,Customer - Mid-Market,Wholesale Trade,0,"Summit Electric Supply Co., Inc.",CAST 1.0,2020,Qtr 3,August,S&D
SUM1013,Customer - Mid-Market,Healthcare,0,Summit HealthCare Association,CAST 2.0,2021,Qtr 1,January,HEALTHCARE
SUN1015,Customer - Strategic,Finance and Insurance,0,Sunrise Banks,CAST 1.0,2018,Qtr 1,January,S&D - FIN
SUN1016,Customer - Strategic,Healthcare,0,Sunset Community Health Center,CAST 1.0,2018,Qtr 3,August,HEALTHCARE
SUN1017,Customer - Enterprise,Healthcare,0,"Sunrise Community, Inc.",CAST 2.0,2020,Qtr 1,January,PUBLIC SECTOR - HE
SUN1018,Customer - Mid-Market,Wholesale Trade,0,"Sun Coast Resources, Inc.",CAST 2.0,2019,Qtr 4,October,S&D
SUN1019,Customer - Strategic,Manufacturing,0,Sunrise Windows & Doors,CAST 1.0,2019,Qtr 4,December,MFG
SUN1020,Customer - Strategic,Transportation and Warehousing,0,Sunlight Logistics Inc.,CAST 1.0,2020,Qtr 2,April,S&D
SUN1021,Customer - Mid-Market,Agriculture and Natural Resources,0,Sunsweet Growers Inc.,CAST 2.0,2021,Qtr 1,January,MFG
SUN1022,Customer - Strategic,Business Services,0,"Sunset Management, Inc.",CAST 1.0,2021,Qtr 2,June,
SUN5001,Customer - Strategic,Finance and Insurance,0,Sunrise Credit Union,CAST Canada,2021,Qtr 3,July,S&D - FIN
SUP1005,Customer - Strategic,Utilities and Mining,0,Superior Silica Sands LLC,CAST 1.0,2018,Qtr 4,October,MFG
SUP1006,Customer - Strategic,Manufacturing,0,Superior Trim,CAST 1.0,2019,Qtr 4,December,MFG
SUP1007,Customer - Strategic,Manufacturing,0,Superior Roll Forming LLC,CAST 1.0,2021,Qtr 1,January,MFG
SUP1009,Customer - Strategic,Real Estate,0,"Superior Auto, Inc.",CAST 1.0,2021,Qtr 3,August,S&D
SUR1002,Customer - Strategic,Manufacturing,0,Surly Brewing Company,CAST 1.0,2018,Qtr 4,December,MFG
SUR1003,Customer - Strategic,Technology and Professional Services,0,"Surgical Information Systems, LLC",CAST 1.0,2018,Qtr 4,October,S&D
SUR1004,Customer - Enterprise,Healthcare,0,"Surgery Center Holdings, Inc.",Global,2019,Qtr 3,July,HEALTHCARE
SUR1005,Customer - Strategic,Finance and Insurance,0,"Surge Operating, LLC",CAST 1.0,2019,Qtr 1,January,MFG - ENERGY
SUR1006,Customer - Strategic,Retail,0,Lincotek Medical,CAST 1.0,2019,Qtr 1,January,MFG
SUR1007,Customer - Strategic,,0,Surety Title Company,CAST 1.0,2021,Qtr 1,January,S&D - FIN
SUR1008,Customer - Enterprise,Technology and Professional Services,0,"Surgical Care Affiliates, LLC",Global,2021,Qtr 1,January,S&D
SUZ1000,Customer - Mid-Market,Manufacturing,0,"Suzuki Marine USA, LLC",CAST 1.0,2020,Qtr 2,June,MFG
SVS1000,Customer - Strategic,Business Services,0,"SVS Services Group, LLC",CAST 2.0,2019,Qtr 3,July,S&D
SWA1002,Customer - Mid-Market,Wholesale Trade,0,The Swatch Group (U.S.) Inc.,CAST 1.0,2019,Qtr 1,January,S&D
SWE1005,Customer - Enterprise,Restaurants and Hospitality,0,"Sweetgreen, Inc.",Global,2020,Qtr 1,March,RETAIL
SWI1006,Customer - Mid-Market,Technology and Professional Services,0,"Switch, Ltd.",CAST 2.0,2018,Qtr 4,December,S&D
SYD5000,Customer - Mid-Market,Finance and Insurance,1,Sydney James Management Inc.,CAST Canada,2018,Qtr 3,July,
SYF1000,Customer - Strategic,Transportation and Warehousing,0,"Syfan Logistics, Inc.",CAST 1.0,2019,Qtr 1,January,S&D
SYN1010,Customer - Strategic,Technology and Professional Services,0,"Synq3 Restaurant Solutions, LLC",CAST 2.0,2018,Qtr 3,September,S&D
SYN5001,Customer - Enterprise,Utilities and Mining,0,Suncor Energy Services Inc.,Global,2019,Qtr 3,September,MFG - ENERGY
SYS1002,Customer - Strategic,Technology and Professional Services,0,"Systems Products and Solutions, Inc.",CAST 1.0,2020,Qtr 2,April,S&D
TAB1000,Customer - Mid-Market,Healthcare,0,"Tabitha, Inc.",CAST 2.0,2021,Qtr 2,June,HEALTHCARE
TAC1001,Customer - Mid-Market,Restaurants and Hospitality,0,"Tacodeli Holdings, Inc.",CAST 1.0,2018,Qtr 1,January,RETAIL
TAL1004,Customer - Strategic,Utilities and Mining,0,Talos Energy Operating Company LLC,CAST 1.0,2019,Qtr 1,January,MFG - ENERGY
TAL1005,Customer - Strategic,Finance and Insurance,0,Tala,CAST 1.0,2019,Qtr 1,January,S&D - FIN
TAN1005,Customer - Mid-Market,Manufacturing,0,"Tandem Diabetes Care, Inc.",CAST 2.0,2019,Qtr 3,July,MFG - LIFE SCI
TAR1004,Customer - Mid-Market,Technology and Professional Services,0,"Target Logistics Management, LLC",CAST 2.0,2020,Qtr 1,January,S&D
TAR1005,Customer - Enterprise,Transportation and Warehousing,0,Targa Resources LLC,CAST 2.0,2020,Qtr 3,July,MFG - ENERGY
TAS1000,Customer - Strategic,Agriculture and Natural Resources,0,"Tasteful Selections, LLC",CAST 2.0,2021,Qtr 1,January,MFG
TCO1001,Customer - Strategic,Business Services,0,"TCOM, L.P.",CAST 1.0,2018,Qtr 4,October,S&D
TEC1006,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,"TechnoServe, Inc.",CAST 1.0,2019,Qtr 1,January,PUBLIC SECTOR
TEC1007,Customer - Mid-Market,Business Services,0,"Techniplas Acquisition Co., LLC d/b/a Techniplas",CAST 2.0,2019,Qtr 2,April,MFG
TEC1008,Customer - Mid-Market,Manufacturing,0,Technimark LLC,CAST 2.0,2019,Qtr 4,October,MFG
TEC1009,Customer - Strategic,Finance and Insurance,0,Technology Credit Union,CAST 1.0,2019,Qtr 4,October,S&D - FIN
TEC1011,Customer - Mid-Market,Manufacturing,0,"Techmer PM, LLC",CAST 2.0,2021,Qtr 2,May,MFG
TEG1001,Customer - Strategic,Finance and Insurance,0,"Tegra118 Wealth Solutions, Inc.",CAST 1.0,2021,Qtr 1,January,S&D - FIN
TEK5001,Customer - Strategic,Manufacturing,0,Tekna Plasma Systems Inc.,CAST Canada,2021,Qtr 2,May,MFG
TEL1010,Customer - Enterprise,Technology and Professional Services,0,"TelaForce, LLC",CAST 2.0,2020,Qtr 3,July,S&D
TEL5001,Customer - Strategic,Manufacturing,0,Teldon Media Group Inc.,CAST Canada,2019,Qtr 4,December,MFG
TEN1002,Customer - Enterprise,Real Estate,0,"Tennessee Health Management, LLC",CAST 2.0,2018,Qtr 4,October,HEALTHCARE
TEN1003,Customer - Strategic,Retail,0,Tennessee Aquarium,CAST 1.0,2019,Qtr 4,October,RETAIL
TER1003,Customer - Mid-Market,Manufacturing,0,Tercel Oilfield Products USA L.L.C. dba Rubicon Oilfield International,CAST 2.0,2019,Qtr 4,October,MFG
TES1007,Customer - Strategic,Healthcare,0,Apollo Healthcare and Diagnostics LLC,CAST 2.0,2021,Qtr 1,February,HEALTHCARE
TEX1012,Customer - Mid-Market,Business Services,0,Texas United Management Corporation,CAST 2.0,2018,Qtr 1,March,S&D
TEX1013,Customer - Mid-Market,Restaurants and Hospitality,1,Texas de Brazil,CAST 2.0,2019,Qtr 2,April,RETAIL
THA1002,Customer - Mid-Market,Manufacturing,1,Thai Summit America Corporation,CAST 1.0,2020,Qtr 3,September,MFG
THE1007,Customer - Strategic,Technology and Professional Services,0,"TheraNest, LLC",CAST 1.0,2018,Qtr 2,May,S&D
THE1008,Customer - Strategic,Manufacturing,0,Therma-Stor LLC,CAST 1.0,2018,Qtr 4,October,MFG
THI1003,Customer - Mid-Market,Finance and Insurance,0,Third Federal Savings and Loan Association of Cleveland,CAST 2.0,2018,Qtr 4,October,S&D - FIN
THI1004,Customer - Mid-Market,Retail,0,Thirty-One Gifts LLC,CAST 1.0,2019,Qtr 4,December,RETAIL
THO1014,Customer - Enterprise,Manufacturing,0,"Thor Motor Coach, Inc.",CAST 2.0,2018,Qtr 1,January,MFG
THO1015,Customer - Strategic,Manufacturing,0,"Thorne Research, Inc.",CAST 2.0,2018,Qtr 2,April,MFG - LIFE SCI
THO1016,Customer - Mid-Market,Manufacturing,0,"Thor Industries, Inc.",CAST 2.0,2018,Qtr 1,March,MFG
THO1017,Customer - Mid-Market,Restaurants and Hospitality,0,"Thomas Management, LLC",CAST 2.0,2019,Qtr 1,February,RETAIL
THO1018,Customer - Enterprise,Technology and Professional Services,1,"Thomas,Judy &Tucker, P.A.",CAST 2.0,2019,Qtr 3,September,S&D
THO1019,Customer - Enterprise,Technology and Professional Services,0,Thompson Hine LLP,CAST 2.0,2019,Qtr 4,December,S&D
THR1002,Customer - Strategic,Business Services,0,Thrive Senior Living,CAST 2.0,2019,Qtr 2,April,HEALTHCARE
THR1003,Customer - Mid-Market,Technology and Professional Services,0,"Three Saints Bay, LLC",CAST 1.0,2021,Qtr 1,January,S&D
THU1000,Customer - Strategic,Sports and Entertainment,0,Thunderbird Casino,CAST 1.0,2020,Qtr 1,March,S&D
TIL1001,Customer - Mid-Market,Retail,0,"The Tile Shop, LLC",CAST 2.0,2018,Qtr 1,January,RETAIL
TIM1007,Customer - Strategic,Retail,0,Timberland Partners,CAST 1.0,2018,Qtr 4,October,S&D
TIM1008,Customer - Strategic,Technology and Professional Services,0,"Time USA, LLC.",CAST 1.0,2019,Qtr 2,April,S&D
TIM5001,Customer - Mid-Market,Wholesale Trade,0,Mosaic Forest Management Corporation,CAST Canada,2018,Qtr 3,July,S&D
TIT1004,Customer - Strategic,Manufacturing,0,Titan Mobile LLC,CAST 1.0,2019,Qtr 2,April,RETAIL
TIT5000,Customer - Strategic,Transportation and Warehousing,0,Titanium Transportation Group Inc,CAST Canada,2021,Qtr 1,January,S&D
TIV1001,Customer - Mid-Market,Healthcare,0,"Tivity Health Services, LLC",CAST 2.0,2018,Qtr 3,August,HEALTHCARE
TJT1000,Customer - Enterprise,Technology and Professional Services,0,"TJT Accounting Services, Inc.",CAST 2.0,2018,Qtr 2,May,S&D
TKC1000,Customer - Enterprise,Wholesale Trade,0,TKC Holdings,Global,2021,Qtr 1,January,S&D
TOG1000,Customer - Strategic,Restaurants and Hospitality,1,Together & Company,CAST 1.0,2020,Qtr 1,March,RETAIL
TOM1000,Customer - Strategic,Technology and Professional Services,0,Tom McLeod Software Corporation,CAST 1.0,2020,Qtr 3,August,S&D
TOP1004,Customer - Strategic,Technology and Professional Services,0,"Toptal, LLC",CAST 1.0,2019,Qtr 2,June,S&D
TOP1005,Customer - Strategic,Technology and Professional Services,0,"Topographic, Inc.",CAST 1.0,2020,Qtr 1,January,S&D
TOP1006,Customer - Strategic,Technology and Professional Services,0,Topia Mobility Inc.,CAST 1.0,2021,Qtr 2,June,
TOP5000,Customer - Strategic,Transportation and Warehousing,0,Top Aces Inc.,CAST 1.0,2020,Qtr 2,June,S&D
TOR1005,Customer - Strategic,Manufacturing,0,"TORC Robotics, Inc.",CAST 1.0,2020,Qtr 1,March,MFG
TOR5001,Customer - Enterprise,Wholesale Trade,0,Toromont Industries Ltd.,CAST Canada,2019,Qtr 4,October,MFG
TOR5002,Customer - Strategic,Transportation and Warehousing,0,The Toronto Terminals Railway Company Limited,CAST Canada,2020,Qtr 3,September,PUBLIC SECTOR
TOW1005,Customer - Strategic,Finance and Insurance,0,Tower Federal Credit Union,CAST 1.0,2018,Qtr 3,July,S&D - FIN
TOW1006,Customer - Strategic,Technology and Professional Services,0,"Tower Engineering Professionals, Inc.",CAST 1.0,2019,Qtr 1,January,S&D
TOW1007,Customer - Strategic,Public Sector,0,Town of Matthews,CAST 1.0,2021,Qtr 2,June,PUBLIC SECTOR
TOY1001,Customer - Enterprise,Finance and Insurance,0,"Toyota Motor North America, Inc.",Global,2021,Qtr 1,January,S&D
TPC1001,Customer - Strategic,Wholesale Trade,0,TPC Wire & Cable Corp.,CAST 1.0,2021,Qtr 1,January,S&D
TPR1000,Customer - Enterprise,Education,0,"TPR Education, LLC d/b/a The Princeton Review",CAST 2.0,2019,Qtr 4,December,PUBLIC SECTOR - K12
TRA1024,Customer - Strategic,Business Services,0,"Training, Rehabilitation, & Development Institute, Inc.",CAST 1.0,2018,Qtr 2,May,RETAIL
TRA1025,Customer - Strategic,Manufacturing,0,Traeger Pellet Grills LLC,CAST 1.0,2018,Qtr 2,June,MFG
TRA1026,Customer - Enterprise,Technology and Professional Services,0,"Travelport, LP",CAST 2.0,2018,Qtr 4,December,S&D
TRA1027,Customer - Mid-Market,Transportation and Warehousing,0,"Transam Trucking, Inc.",CAST 2.0,2018,Qtr 4,December,S&D
TRA1028,Customer - Enterprise,Sports and Entertainment,0,"Traditions at Rivertown Park, LLC",CAST 2.0,2019,Qtr 4,November,S&D
TRA1029,Customer - Mid-Market,Wholesale Trade,0,"Transcat, Inc.",CAST 2.0,2020,Qtr 3,August,S&D
TRA1030,Customer - Strategic,Transportation and Warehousing,0,"Transfix, Inc.",CAST 1.0,2021,Qtr 1,February,S&D
TRA5001,Customer - Strategic,Manufacturing,0,TransCanada Turbines Ltd.,CAST Canada,2019,Qtr 2,June,S&D
TRE1005,Customer - Enterprise,Manufacturing,0,Trelleborg Corporation,CAST 2.0,2019,Qtr 3,September,MFG - ENERGY
TRE1006,Customer - Mid-Market,Manufacturing,0,"Trex Company, Inc.",CAST 2.0,2021,Qtr 1,January,MFG
TRE1007,Customer - Strategic,Technology and Professional Services,0,"T-Rex Solutions, LLC",CAST 1.0,2020,Qtr 3,July,S&D
TRI1022,Customer - Strategic,Construction,0,"Trivista Companies, Inc.",CAST 1.0,2018,Qtr 4,December,S&D
TRI1023,Customer - Mid-Market,Technology and Professional Services,0,"Triage Holding, Inc.",CAST 1.0,2019,Qtr 1,February,S&D - FIN
TRI1024,Customer - Strategic,Real Estate,0,Trinity Church Wall Street,CAST 1.0,2019,Qtr 2,April,S&D
TRI1025,Customer - Enterprise,Manufacturing,0,"Trico Group, LLC",Global,2019,Qtr 2,April,MFG
TRI1026,Customer - Enterprise,Technology and Professional Services,0,"Triage, LLC",CAST 2.0,2019,Qtr 4,December,S&D
TRI1027,Customer - Enterprise,Construction,0,"TRI Pointe Group, Inc.",CAST 2.0,2021,Qtr 1,January,MFG
TRI1028,Customer - Mid-Market,Technology and Professional Services,0,"Trintech, Inc.",CAST 2.0,2021,Qtr 2,May,S&D
TRI1029,Customer - Mid-Market,Technology and Professional Services,0,TRIGO Quality Solutions US Inc.,CAST 2.0,2021,Qtr 3,August,
TRI1030,Customer - Strategic,Healthcare,0,"Tri County Community Health Council, Inc. dba CommWell Health",CAST 1.0,2021,Qtr 2,May,HEALTHCARE
TRI5001,Customer - Mid-Market,Real Estate,0,Triovest Realty Advisors Inc.,CAST Canada,2018,Qtr 1,January,S&D
TRO1002,Customer - Strategic,,0,Trox,CAST 2.0,2021,Qtr 3,August,RETAIL
TRU1009,Customer - Mid-Market,Wholesale Trade,0,Truman Arnold Companies,CAST 2.0,2018,Qtr 1,January,RETAIL
TRU1010,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,"TrueCommerce, Inc.",CAST 2.0,2018,Qtr 1,February,S&D
TRU1011,Customer - Mid-Market,Healthcare,0,"Trumpet Behavioral Health, LLC",CAST 2.0,2018,Qtr 1,March,HEALTHCARE
TRU1012,Customer - Strategic,Retail,0,"TruWest Company, LLC",CAST 1.0,2018,Qtr 4,October,S&D
TRU1013,Customer - Strategic,Technology and Professional Services,0,Truckstop.com,CAST 2.0,2019,Qtr 1,January,S&D
TRU1014,Customer - Mid-Market,Restaurants and Hospitality,0,Truluck's Restaurant Group,CAST 2.0,2020,Qtr 2,June,RETAIL
TRU1015,Customer - Strategic,Retail,0,True North Co.,CAST 1.0,2021,Qtr 1,January,RETAIL
TTC1000,Customer - Strategic,Finance and Insurance,0,TTCU,CAST 2.0,2021,Qtr 2,May,S&D - FIN
TTS5000,Customer - Enterprise,Retail,0,T&T Supermarket Inc,CAST Canada,2018,Qtr 1,January,RETAIL
TUC1001,Customer - Mid-Market,Technology and Professional Services,1,"Tuckahoe Holdings, LLC",CAST 2.0,2018,Qtr 3,July,UNASSIGNED
TUR1006,Customer - Strategic,Manufacturing,0,Turbocoating Corporation D/B/A Lincotek Surface Solutions,CAST 1.0,2019,Qtr 1,January,MFG
TUR1007,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,"Turning Point Of Central California, Inc.",CAST 1.0,2019,Qtr 4,October,PUBLIC SECTOR
TUR1008,Customer - Mid-Market,Technology and Professional Services,0,Turn2 Workforce Solutions LLC,CAST 2.0,2019,Qtr 4,December,MFG - ENERGY
TUR1009,Customer - Mid-Market,Technology and Professional Services,0,Turtle & Hughes Inc.,CAST 2.0,2021,Qtr 2,June,S&D
TVO5000,Customer - Enterprise,Technology and Professional Services,0,TVO,CAST Canada,2019,Qtr 4,November,PUBLIC SECTOR
TWI1005,Customer - Mid-Market,Manufacturing,0,"Twin City Fan Companies, Ltd.",CAST 2.0,2018,Qtr 3,July,MFG
TWO1002,Customer - Enterprise,Retail,0,"Two Farms, Inc. (dba Royal Farms)",CAST 2.0,2019,Qtr 1,March,RETAIL
TYN1002,Customer - Strategic,Retail,0,"Tyndale Company, Inc.",CAST 1.0,2018,Qtr 4,December,S&D
UCI1000,Customer - Enterprise,Manufacturing,0,"UCI International Holdings, Inc.",CAST 2.0,2018,Qtr 1,January,MFG
UGN1000,Customer - Mid-Market,Manufacturing,0,"UGN, Inc.",CAST 2.0,2020,Qtr 1,March,MFG
ULT1005,Customer - Mid-Market,Manufacturing,0,"Ultra Clean Holdings, Inc.",CAST 2.0,2019,Qtr 1,January,MFG
ULT1008,Customer - Strategic,Technology and Professional Services,0,"Ulteig Engineers, Inc.",CAST 1.0,2020,Qtr 2,June,S&D
ULT1009,Customer - Strategic,Wholesale Trade,0,"Ulterra Drilling Technologies, L.P.",CAST 1.0,2021,Qtr 1,March,MFG
UNI1083,Customer - Strategic,Public Sector,0,United States Institute of Peace,CAST 1.0,2018,Qtr 1,January,PUBLIC SECTOR
UNI1084,Customer - Enterprise,Healthcare,0,"Froedtert South, Inc.",CAST 2.0,2018,Qtr 3,July,HEALTHCARE
UNI1085,Customer - Strategic,Technology and Professional Services,0,Unify Consulting LLC,CAST 1.0,2019,Qtr 2,April,S&D
UNI1086,Customer - Strategic,Finance and Insurance,0,The University of Texas/Texas A&M Investment Management Company,CAST 1.0,2019,Qtr 2,April,S&D
UNI1088,Customer - Strategic,Finance and Insurance,0,United Prairie Bank,CAST 1.0,2019,Qtr 2,June,S&D - FIN
UNI1089,Customer - Enterprise,Education,0,University of Redlands,CAST 2.0,2019,Qtr 4,December,PUBLIC SECTOR - HE
UNI1090,Customer - Strategic,Manufacturing,0,United Initiators,CAST 1.0,2019,Qtr 3,July,MFG
UNI1091,Customer - Enterprise,Retail,0,Unilever United States,UMS,2020,Qtr 4,December,MFG
UNI1092,Customer - Mid-Market,Finance and Insurance,0,United Fire & Casualty Co.,CAST 2.0,2020,Qtr 1,January,S&D - FIN
UNI1093,Customer - Strategic,Technology and Professional Services,0,"United Insurance Management, L.C.",CAST 1.0,2019,Qtr 3,September,S&D - FIN
UNI1094,Customer - Strategic,Business Services,0,University of Nebraska Foundation,CAST 1.0,2020,Qtr 1,January,S&D
UNI1095,Customer - Strategic,Education,0,The University of Cincinnati Foundation,CAST 1.0,2019,Qtr 4,December,S&D
UNI1096,Customer - Strategic,Sports and Entertainment,0,United States Golf Association,CAST 1.0,2020,Qtr 2,June,S&D
UNI1098,Customer - Strategic,Retail,0,Uniform Advantage Brands,CAST 1.0,2021,Qtr 1,January,RETAIL
UNI1099,Customer - Strategic,Manufacturing,0,"Universal Steel America, Inc.",CAST 1.0,2020,Qtr 4,November,S&D
UNI1100,Customer - Strategic,Healthcare,0,Unison Health,CAST 1.0,2021,Qtr 1,March,HEALTHCARE
UNI5002,Customer - Strategic,Retail,0,United Cycle & Motor Company (1975) Limited,CAST Canada,2019,Qtr 2,May,S&D
